Country Name;Country Code;Series Name;Series Code;2014 [YR2014];2015 [YR2015];2016 [YR2016];2017 [YR2017];2018 [YR2018];2019 [YR2019];2020 [YR2020];2021 [YR2021];2022 [YR2022];2023 [YR2023];
Argentina;ARG;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;142.9902363;142.9639551;145.9179567;140.5014607;131.9371685;125.9409814;121.6001889;130.4550081;132.3578095;..;
Argentina;ARG;Mortality rate, under-5 (per 1,000 live births);SH.DYN.MORT;12.2;11.8;11.4;11;10.6;10.3;10;9.7;9.4;..;
Argentina;ARG;Net barter terms of trade index (2015 = 100);TT.PRI.MRCH.XD.WD;104.7441528;100;106.0819486;103.0075884;104.2424656;103.3360442;103.9751809;113.8988462;..;..;
Argentina;ARG;Net migration;SM.POP.NETM;5794;5464;5215;4931;5742;5397;292;314;5589;4133;
Argentina;ARG;Net official development assistance and official aid received (current US$);DT.ODA.ALLD.CD;48790000.92;-18870000.84;2619999.886;-1169999.957;73220001.22;8890000.343;101730003.4;155259994.5;384070007.3;..;
Argentina;ARG;Personal remittances, received (current US$);BX.TRF.PWKR.CD.DT;505346891.7;494433532.1;391579047.7;479937459.8;522441503;561398444.7;648090050;902789422;1056459896;1009693899;
Argentina;ARG;Population density (people per sq. km of land area);EN.POP.DNST;15.72120737;15.88671424;16.04139051;16.18337992;16.31711374;16.43352554;16.51336651;16.55733057;16.59227169;..;
Argentina;ARG;Population growth (annual %);SP.POP.GROW;1.031743579;1.047258887;0.968911126;0.881249595;0.82296948;0.710900853;0.484665637;0.265879395;0.210808731;0.286976122;
Argentina;ARG;Population, total;SP.POP.TOTL;43024071;43477012;43900313;44288894;44654882;44973465;45191965;45312281;45407904;45538401;
Argentina;ARG;Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population);SI.POV.DDAY;0.6;..;0.7;0.6;1;1.1;1.2;0.9;0.6;..;
Argentina;ARG;Poverty headcount ratio at national poverty lines (% of population);SI.POV.NAHC;..;..;30.3;25.7;32;35.5;42;37.3;39.2;..;
Argentina;ARG;Prevalence of HIV, total (% of population ages 15-49);SH.DYN.AIDS.ZS;0.4;0.4;0.4;0.4;0.4;0.4;0.4;0.4;0.4;..;
Argentina;ARG;Prevalence of underweight, weight for age (% of children under 5);SH.STA.MALN.ZS;..;..;..;..;2;..;..;..;..;..;
Argentina;ARG;Primary completion rate, total (% of relevant age group);SE.PRM.CMPT.ZS;105.392601;106.0531311;106.5444489;101.58181;100.2818069;100.3828964;103.8377914;105.4795303;103.2316284;..;
Argentina;ARG;Revenue, excluding grants (% of GDP);GC.REV.XGRT.GD.ZS;22.33229437;22.1490803;21.25670131;19.33712397;17.70244839;18.73629958;17.47870219;18.07649875;17.92723154;..;
Argentina;ARG;School enrollment, primary (% gross);SE.PRM.ENRR;113.9618835;113.7781982;112.9442673;111.6814575;111.5456085;111.3653183;110.6178131;110.1561127;108.7224121;..;
Argentina;ARG;School enrollment, primary and secondary (gross), gender parity index (GPI);SE.ENR.PRSC.FM.ZS;1.031229973;1.028380036;1.020810008;1.019629955;1.021319985;1.020560026;1.024260044;..;..;..;
Argentina;ARG;School enrollment, secondary (% gross);SE.SEC.ENRR;106.0921326;107.5490723;109.6459427;110.4124069;109.6969986;110.4985275;112.4166794;116.5594482;115.4348679;..;
Argentina;ARG;Surface area (sq. km);AG.SRF.TOTL.K2;2780400;2780400;2780400;2780400;2780400;2780400;2780400;2780400;2780400;..;
Argentina;ARG;Tax revenue (% of GDP);GC.TAX.TOTL.GD.ZS;12.61096661;12.33650694;12.09728364;10.93962386;9.992390084;10.59439751;10.86589638;11.50006697;11.12286885;..;
Argentina;ARG;Terrestrial and marine protected areas (% of total territorial area);ER.PTD.TOTL.ZS;..;..;7.528593349;7.40512875;7.40512875;9.393165071;9.397976297;9.397976297;9.552645644;..;
Argentina;ARG;Time required to start a business (days);IC.REG.DURS;24.5;24.5;24.5;24.5;11;11.5;..;..;..;..;
Argentina;ARG;Total debt service (% of exports of goods, services and primary income);DT.TDS.DECT.EX.ZS;20.16972536;24.73364286;35.88346377;51.73025476;51.54858455;51.09950748;43.09763198;31.02451298;33.25858751;51.35394483;
Argentina;ARG;Urban population growth (annual %);SP.URB.GROW;1.171920819;1.185054365;1.104335316;1.014308165;0.954764788;0.842521815;0.615028912;0.393904283;0.338668251;0.412511399;
Australia;AUS;Adolescent fertility rate (births per 1,000 women ages 15-19);SP.ADO.TFRT;13.072;12.038;10.939;10.235;9.741;8.763;7.726;7.089;6.747;..;
Australia;AUS;Agriculture, forestry, and fishing, value added (% of GDP);NV.AGR.TOTL.ZS;2.22073827;2.375990124;2.405553002;2.706446942;2.460037621;2.115780722;2.012249308;2.303839925;2.673227686;2.573502062;
Australia;AUS;Annual freshwater withdrawals, total (% of internal resources);ER.H2O.FWTL.ZS;3.752642276;1.87398374;2.159146341;2.450943368;2.506097561;2.146341463;1.762195122;2.325203252;..;..;
Australia;AUS;Births attended by skilled health staff (% of total);SH.STA.BRTC.ZS;99.8;98.8;98.8;99.4;98.7;98.8;96;..;..;..;
Australia;AUS;Contraceptive prevalence, any method (% of married women ages 15-49);SP.DYN.CONU.ZS;..;..;66.9;..;..;..;..;..;..;..;
Australia;AUS;Domestic credit provided by financial sector (% of GDP);FS.AST.DOMS.GD.ZS;..;..;..;..;..;..;..;..;..;..;
Australia;AUS;Electric power consumption (kWh per capita);EG.USE.ELEC.KH.PC;10071.39898;..;..;..;..;..;..;..;..;..;
Australia;AUS;Energy use (kg of oil equivalent per capita);EG.USE.PCAP.KG.OE;5334.681679;5483.816402;..;..;..;..;..;..;..;..;
Australia;AUS;Exports of goods and services (% of GDP);NE.EXP.GNFS.ZS;21.08760339;20.06612629;19.27874425;21.25661748;21.89409054;24.159678;24.02673916;22.05667598;25.53158803;26.79924113;
Australia;AUS;External debt stocks, total (DOD, current US$);DT.DOD.DECT.CD;..;..;..;..;..;..;..;..;..;..;
Australia;AUS;Fertility rate, total (births per woman);SP.DYN.TFRT.IN;1.826;1.814;1.752;1.741;1.74;1.657;1.581;1.7;1.63;..;
Australia;AUS;Foreign direct investment, net inflows (BoP, current US$);BX.KLT.DINV.CD.WD;63204516348;46892808568;42970225978;48199372040;60686639530;38745129661;17976843681;31518948093;70364982117;32501414007;
Australia;AUS;Forest area (sq. km);AG.LND.FRST.K2;1323848.2;1330945;1340372;1340174;1340051;1340051;1340051;1340051;1340051;..;
Australia;AUS;GDP (current US$);NY.GDP.MKTP.CD;1.46827E+12;1.3513E+12;1.20684E+12;1.32558E+12;1.42781E+12;1.39272E+12;1.32841E+12;1.55674E+12;1.69086E+12;1.72806E+12;
Australia;AUS;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;2.595284116;2.190169287;2.759385972;2.279591798;2.878469715;2.171545057;-0.119590736;2.111168148;4.242385553;3.4419922;
Australia;AUS;GNI per capita, Atlas method (current US$);NY.GNP.PCAP.CD;65220;60520;54100;51480;53080;54890;53630;57180;60710;63150;
Australia;AUS;GNI per capita, PPP (current international $);NY.GNP.PCAP.PP.CD;45680;45320;46140;47040;48600;50900;52760;57490;63330;67310;
Australia;AUS;GNI, Atlas method (current US$);NY.GNP.ATLS.CD;1.53111E+12;1.44146E+12;1.30884E+12;1.26606E+12;1.32495E+12;1.39062E+12;1.37552E+12;1.46872E+12;1.57931E+12;1.68342E+12;
Australia;AUS;GNI, PPP (current international $);NY.GNP.MKTP.PP.CD;1.07228E+12;1.07931E+12;1.11613E+12;1.15695E+12;1.2132E+12;1.28955E+12;1.35334E+12;1.47674E+12;1.64751E+12;1.79451E+12;
Australia;AUS;Gross capital formation (% of GDP);NE.GDI.TOTL.ZS;26.72732946;26.27362368;25.44818368;24.17630309;24.646412;23.39128823;22.42772863;22.93724009;23.76818896;23.97401688;
Australia;AUS;High-technology exports (% of manufactured exports);TX.VAL.TECH.MF.ZS;18.99613047;19.69214725;20.62750447;18.09679246;18.13710182;21.21993324;21.47578987;22.3940766;25.83187041;25.25827771;
Australia;AUS;Immunization, measles (% of children ages 12-23 months);SH.IMM.MEAS;94;95;95;94;94;94;93;93;96;91;
Australia;AUS;Imports of goods and services (% of GDP);NE.IMP.GNFS.ZS;21.39641963;21.59780564;21.69533522;20.94711419;21.84197454;22.0278239;20.63771691;18.24580429;20.2901822;22.42594293;
Australia;AUS;Income share held by lowest 20%;SI.DST.FRST.20;7.6;..;7.5;..;7.4;..;..;..;..;..;
Australia;AUS;Industry (including construction), value added (% of GDP);NV.IND.TOTL.ZS;25.56515748;23.6809068;22.31997558;23.47406061;24.12405777;25.2720792;25.38645572;25.42086525;27.48251427;27.65088239;
Australia;AUS;Inflation, GDP deflator (annual %);NY.GDP.DEFL.KD.ZG;1.405396016;-0.623858471;-0.66315762;3.653184418;1.869014789;3.46820261;1.88550119;3.07994986;7.175533615;6.51199895;
Australia;AUS;Life expectancy at birth, total (years);SP.DYN.LE00.IN;82.3;82.4;82.44878049;82.5;82.74878049;82.9;83.2;83.3;83.2;..;
Australia;AUS;Merchandise trade (% of GDP);TG.VAL.TOTL.GD.ZS;32.50958677;29.31888283;32.21437627;34.6950073;34.49228754;35.36731316;34.82701776;38.92947098;42.69263856;38.11702272;
Australia;AUS;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;1.773057778;1.953633592;2.08852965;2.004232965;1.89568808;1.88096043;2.010656405;1.990278202;1.908335574;1.922199063;
Australia;AUS;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;106.7765212;108.1853261;109.7343698;108.4165835;110.6519296;110.29622;105.231579;104.5172138;107.0312028;..;
Australia;AUS;Mortality rate, under-5 (per 1,000 live births);SH.DYN.MORT;4;3.9;3.8;3.8;3.8;3.8;3.8;3.8;3.8;..;
Australia;AUS;Net barter terms of trade index (2015 = 100);TT.PRI.MRCH.XD.WD;111.3287327;100;99.86635745;116.3947034;118.5722402;130.2261174;131.2025025;163.6917407;..;..;
Australia;AUS;Net migration;SM.POP.NETM;200177;212350;254648;255023;226412;207142;44447;116768;140972;140232;
Australia;AUS;Net official development assistance and official aid received (current US$);DT.ODA.ALLD.CD;..;..;..;..;..;..;..;..;..;..;
Australia;AUS;Personal remittances, received (current US$);BX.TRF.PWKR.CD.DT;2329656677;2174651380;2056844753;2001928453;1867930551;1762645595;1197283915;936423063.2;1307030459;1726715971;
Australia;AUS;Population density (people per sq. km of land area);EN.POP.DNST;3.055814795;3.100112596;3.144935531;3.197156014;3.245344916;3.293650563;3.334526951;3.339228447;3.381998357;..;
Australia;AUS;Population growth (annual %);SP.POP.GROW;1.491566489;1.439216653;1.561940498;1.646827797;1.49599671;1.477490711;1.233428251;0.140895083;1.272698814;2.447466169;
Australia;AUS;Population, total;SP.POP.TOTL;23475686;23815995;24190907;24592588;24963258;25334826;25649248;25685412;26014399;26658948;
Australia;AUS;Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population);SI.POV.DDAY;0.5;..;0.5;..;0.5;..;..;..;..;..;
Australia;AUS;Poverty headcount ratio at national poverty lines (% of population);SI.POV.NAHC;..;..;..;..;..;..;..;..;..;..;
Australia;AUS;Prevalence of HIV, total (% of population ages 15-49);SH.DYN.AIDS.ZS;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;..;..;
Australia;AUS;Prevalence of underweight, weight for age (% of children under 5);SH.STA.MALN.ZS;..;..;..;..;..;..;..;..;..;..;
Australia;AUS;Primary completion rate, total (% of relevant age group);SE.PRM.CMPT.ZS;..;..;..;..;..;..;..;..;..;..;
Australia;AUS;Revenue, excluding grants (% of GDP);GC.REV.XGRT.GD.ZS;24.36334397;24.50871679;24.86311111;24.84162136;25.84339688;26.07641583;25.28245216;25.6932279;26.20505517;..;
Australia;AUS;School enrollment, primary (% gross);SE.PRM.ENRR;105.4616013;101.6654892;101.180687;100.6376572;100.3987122;100.1996994;99.90110779;99.92915344;99.13298798;..;
Australia;AUS;School enrollment, primary and secondary (gross), gender parity index (GPI);SE.ENR.PRSC.FM.ZS;..;0.925260007;0.925170004;0.937539995;0.968850017;0.964070022;0.979290009;..;..;..;
Australia;AUS;School enrollment, secondary (% gross);SE.SEC.ENRR;..;159.1107635;155.5943909;153.5761261;136.105545;144.0565643;137.4907379;135.5265656;133.2772675;..;
Australia;AUS;Surface area (sq. km);AG.SRF.TOTL.K2;7741220;7741220;7741220;7741220;7741220;7741220;7741220;7741220;7741220;..;
Australia;AUS;Tax revenue (% of GDP);GC.TAX.TOTL.GD.ZS;21.89787868;21.87407068;22.27552213;22.11036864;23.20844496;23.40844001;22.59092489;23.06126793;23.62795125;..;
Australia;AUS;Terrestrial and marine protected areas (% of total territorial area);ER.PTD.TOTL.ZS;..;..;28.59184172;29.70879373;29.70879373;29.70879262;30.39552785;32.12041507;32.12041507;..;
Australia;AUS;Time required to start a business (days);IC.REG.DURS;2.5;2.5;2.5;2.5;2.5;2;..;..;..;..;
Australia;AUS;Total debt service (% of exports of goods, services and primary income);DT.TDS.DECT.EX.ZS;..;..;..;..;..;..;..;..;..;..;
Australia;AUS;Urban population growth (annual %);SP.URB.GROW;1.608455102;1.554800599;1.677390128;1.767968476;1.621636321;1.607624676;1.369184749;0.2811033;1.418485976;2.596510541;
Brazil;BRA;Adolescent fertility rate (births per 1,000 women ages 15-19);SP.ADO.TFRT;63.365;61.779;58.372;56.558;54.287;50.958;47.46;45.67;42.881;..;
Brazil;BRA;Agriculture, forestry, and fishing, value added (% of GDP);NV.AGR.TOTL.ZS;4.325610539;4.319149429;4.891353588;4.600591696;4.420399304;4.205014094;5.711485115;6.558762612;5.767474908;6.241384676;
Brazil;BRA;Annual freshwater withdrawals, total (% of internal resources);ER.H2O.FWTL.ZS;1.148595654;1.128069246;1.171347818;1.160219043;1.174704116;1.191308956;1.186892775;1.189012542;..;..;
Brazil;BRA;Births attended by skilled health staff (% of total);SH.STA.BRTC.ZS;98.4;98.2;98.6;98.7;98.8;98.4;98.4;..;..;..;
Brazil;BRA;Contraceptive prevalence, any method (% of married women ages 15-49);SP.DYN.CONU.ZS;..;..;..;..;..;..;..;..;..;..;
Brazil;BRA;Domestic credit provided by financial sector (% of GDP);FS.AST.DOMS.GD.ZS;..;..;..;..;..;..;..;..;..;..;
Brazil;BRA;Electric power consumption (kWh per capita);EG.USE.ELEC.KH.PC;2655.034924;..;..;..;..;..;..;..;..;..;
Brazil;BRA;Energy use (kg of oil equivalent per capita);EG.USE.PCAP.KG.OE;1515.562529;..;..;..;..;..;..;..;..;..;
Brazil;BRA;Exports of goods and services (% of GDP);NE.EXP.GNFS.ZS;11.01194282;12.90019142;12.46667904;12.51896787;14.6349995;14.12291919;16.45355201;19.10943037;19.630765;18.11027942;
Brazil;BRA;External debt stocks, total (DOD, current US$);DT.DOD.DECT.CD;5.5692E+11;5.43397E+11;5.43257E+11;5.43E+11;5.57765E+11;5.68709E+11;5.49326E+11;5.71531E+11;5.79468E+11;6.07115E+11;
Brazil;BRA;Fertility rate, total (births per woman);SP.DYN.TFRT.IN;1.767;1.777;1.709;1.736;1.749;1.703;1.649;1.641;1.626;..;
Brazil;BRA;Foreign direct investment, net inflows (BoP, current US$);BX.KLT.DINV.CD.WD;87713983217;64738153494;74294627801;68885491315;78183840045;69174411753;38270116307;46440503520;74606361830;64227330466;
Brazil;BRA;Forest area (sq. km);AG.LND.FRST.K2;5054239.8;5038848;5020821;5000916;4990514;4977985;4966196;4953913.667;4941960.222;..;
Brazil;BRA;GDP (current US$);NY.GDP.MKTP.CD;2.45604E+12;1.80221E+12;1.79569E+12;2.06351E+12;1.91693E+12;1.87329E+12;1.47611E+12;1.67065E+12;1.95192E+12;2.17367E+12;
Brazil;BRA;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;0.50395574;-3.545763393;-3.275916908;1.322869054;1.783666762;1.220777824;-3.276758796;4.762604379;3.016694354;2.908480487;
Brazil;BRA;GNI per capita, Atlas method (current US$);NY.GNP.PCAP.CD;12280;10330;9050;8830;9320;9410;8080;8060;8450;9280;
Brazil;BRA;GNI per capita, PPP (current international $);NY.GNP.PCAP.PP.CD;15530;14540;14010;14290;15030;15640;15770;17510;19330;20470;
Brazil;BRA;GNI, Atlas method (current US$);NY.GNP.ATLS.CD;2.45701E+12;2.08425E+12;1.83999E+12;1.8085E+12;1.92005E+12;1.95307E+12;1.68636E+12;1.68921E+12;1.77665E+12;1.95979E+12;
Brazil;BRA;GNI, PPP (current international $);NY.GNP.MKTP.PP.CD;3.1078E+12;2.93288E+12;2.8462E+12;2.92457E+12;3.09857E+12;3.24427E+12;3.28968E+12;3.6696E+12;4.06443E+12;4.32159E+12;
Brazil;BRA;Gross capital formation (% of GDP);NE.GDI.TOTL.ZS;20.54841076;17.41162587;14.96954697;14.6255876;15.09504163;15.5167908;16.11582061;19.52188502;18.08822044;16.08598735;
Brazil;BRA;High-technology exports (% of manufactured exports);TX.VAL.TECH.MF.ZS;12.37116887;14.48589962;16.00016428;14.31188922;14.74424183;14.06680521;11.35009427;9.0015542;9.11134628;9.84914935;
Brazil;BRA;Immunization, measles (% of children ages 12-23 months);SH.IMM.MEAS;97;96;95;87;92;91;79;73;81;87;
Brazil;BRA;Imports of goods and services (% of GDP);NE.IMP.GNFS.ZS;13.67346299;14.05343452;12.06700304;11.8007665;14.24120388;14.76733868;15.84852654;18.54690039;19.18530097;15.74366717;
Brazil;BRA;Income share held by lowest 20%;SI.DST.FRST.20;3.6;3.6;3.3;3.2;3.1;3.1;4.5;3.3;3.6;..;
Brazil;BRA;Industry (including construction), value added (% of GDP);NV.IND.TOTL.ZS;20.47246275;19.36004398;18.35475828;18.18850231;18.74905145;18.75462757;19.50611839;22.12347519;22.81945685;22.26318204;
Brazil;BRA;Inflation, GDP deflator (annual %);NY.GDP.DEFL.KD.ZG;7.846709744;7.566175012;8.103604359;3.671384513;4.493534331;4.224258869;6.472499608;13.04727088;8.570281953;4.658994759;
Brazil;BRA;Life expectancy at birth, total (years);SP.DYN.LE00.IN;74.306;74.332;74.442;74.827;75.109;75.338;74.009;72.75;73.425;..;
Brazil;BRA;Merchandise trade (% of GDP);TG.VAL.TOTL.GD.ZS;18.79795522;20.37728957;18.08627158;18.45603275;22.15673688;22.11560393;25.43961523;30.85660088;32.09044095;27.25377743;
Brazil;BRA;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;1.330244423;1.365517154;1.347975413;1.414021668;1.469677724;1.382797246;1.326660269;1.163682111;1.06984584;1.07876906;
Brazil;BRA;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;137.9776265;125.6477067;117.9869738;106.1217992;99.64002652;95.38505233;96.54706819;102.48887;98.89102076;..;
Brazil;BRA;Mortality rate, under-5 (per 1,000 live births);SH.DYN.MORT;16.3;15.9;16.7;15.3;15;14.8;14.5;14.3;14;..;
Brazil;BRA;Net barter terms of trade index (2015 = 100);TT.PRI.MRCH.XD.WD;113.1889184;100;102.3710937;108.2356937;106.8817981;107.0374944;107.6735522;123.230962;..;..;
Brazil;BRA;Net migration;SM.POP.NETM;-145732;-173611;-92989;-156296;-230334;-129216;-78437;-208581;-253639;-240059;
Brazil;BRA;Net official development assistance and official aid received (current US$);DT.ODA.ALLD.CD;914150024.4;1003190002;674630004.9;273869995.1;444970001.2;272500000;612539978;1114540039;577010009.8;..;
Brazil;BRA;Personal remittances, received (current US$);BX.TRF.PWKR.CD.DT;2647908513;2896909952;2739786527;2698770651;2933489276;3213621677;3566219438;4102018148;4973758735;4433700953;
Brazil;BRA;Population density (people per sq. km of land area);EN.POP.DNST;23.93895376;24.12923593;24.31379637;24.49150708;24.65946502;24.82076862;24.96498527;25.07140273;25.16186795;..;
Brazil;BRA;Population growth (annual %);SP.POP.GROW;0.806314178;0.791721774;0.76197267;0.72824666;0.683439571;0.651994346;0.57935071;0.425360907;0.360180891;0.395928696;
Brazil;BRA;Population, total;SP.POP.TOTL;200085127;201675532;203218114;204703445;206107261;207455459;208660842;209550294;210306415;211140729;
Brazil;BRA;Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population);SI.POV.DDAY;3.3;3.9;4.7;5.3;5.3;5.4;2;5.8;3.5;..;
Brazil;BRA;Poverty headcount ratio at national poverty lines (% of population);SI.POV.NAHC;..;..;..;..;..;..;..;..;..;..;
Brazil;BRA;Prevalence of HIV, total (% of population ages 15-49);SH.DYN.AIDS.ZS;0.5;0.5;0.5;0.5;0.5;0.5;0.6;0.6;0.6;..;
Brazil;BRA;Prevalence of underweight, weight for age (% of children under 5);SH.STA.MALN.ZS;..;..;..;..;..;3.5;..;..;..;..;
Brazil;BRA;Primary completion rate, total (% of relevant age group);SE.PRM.CMPT.ZS;..;..;..;..;..;..;..;..;..;..;
Brazil;BRA;Revenue, excluding grants (% of GDP);GC.REV.XGRT.GD.ZS;27.37151454;29.2514316;29.67010526;27.82472985;28.58288523;29.1518761;25.6990311;27.32688783;29.61603613;25.57461069;
Brazil;BRA;School enrollment, primary (% gross);SE.PRM.ENRR;110.3164597;109.1521835;108.757843;109.8085098;108.623291;107.4074707;105.4981995;103.4716797;103.9703217;..;
Brazil;BRA;School enrollment, primary and secondary (gross), gender parity index (GPI);SE.ENR.PRSC.FM.ZS;1.018110037;1.01473999;1.008540034;1.005130053;1.006680012;1.009909987;1.006489992;..;..;..;
Brazil;BRA;School enrollment, secondary (% gross);SE.SEC.ENRR;102.6355286;100.920517;102.5695114;103.0159607;105.0070724;103.9532776;104.1259995;106.6519012;106.031189;..;
Brazil;BRA;Surface area (sq. km);AG.SRF.TOTL.K2;8515770;8515770;8515770;8515770;8515770;8515770;8515770;8515770;8510417.771;..;
Brazil;BRA;Tax revenue (% of GDP);GC.TAX.TOTL.GD.ZS;13.49007452;13.62962937;13.71043098;13.60522852;13.94010799;13.73769484;12.71938786;14.13667513;14.72584792;14.15469334;
Brazil;BRA;Terrestrial and marine protected areas (% of total territorial area);ER.PTD.TOTL.ZS;..;..;20.73728423;28.57825261;28.57825261;28.5782512;29.23720831;29.25630489;29.25630489;..;
Brazil;BRA;Time required to start a business (days);IC.REG.DURS;83.6;86;82.5;82.5;20.1;16.6;..;..;..;..;
